OrderID,OrderDate,CustomerID,CustomerName,City,State,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Cost,Profit,PaymentMethod,Month,Month Number,Year,Profit Margin,,,,
11400,6/16/2025,1436.00,Customer 8,Chennai,Tamil Nadu,291.00,Paper,Office,5.00,"$29,542.00 ",2000.00%,"$118,168.00","$72,412.28","$45,755.72",Cash,June,6,2025,61.28%,,,,
11401,12/29/2025,1123.00,Customer 206,Chennai,Tamil Nadu,293.00,Laptop,Electronics,5.00,"$35,405.00 ",500.00%,"$168,173.75","$148,114.80","$20,058.95",Cash,December,12,2025,88.07%,,,,
11402,3/26/2026,1027.00,Customer 416,Bengaluru,Karnataka,204.00,Table,Furniture,5.00,"$29,741.00 ",1500.00%,"$126,399.25","$110,272.48","$16,126.77",UPI,March,3,2026,87.24%,,,,
11403,11/15/2025,1327.00,Customer 55,Delhi,Delhi,238.00,Monitor,Electronics,1.00,"$41,881.00 ",500.00%,"$39,786.95","$28,907.87","$10,879.08",Cash,November,11,2025,72.66%,,,,
11404,4/1/2026,1376.00,Customer 226,Bengaluru,Karnataka,277.00,Chair,Furniture,4.00,"$4,560.00 ",2000.00%,"$14,592.00","$9,360.24","$5,231.76",Credit Card,April,4,2026,64.15%,,,,
11405,11/11/2025,1288.00,Customer 496,Chennai,Tamil Nadu,225.00,Desk,Furniture,2.00,"$36,804.00 ",2000.00%,"$58,886.40","$51,814.92","$7,071.48",Debit Card,November,11,2025,87.99%,,,,
11406,4/16/2025,1365.00,Customer 289,Chennai,Tamil Nadu,284.00,Keyboard,Electronics,7.00,"$25,815.00 ",1500.00%,"$153,599.25","$112,182.11","$41,417.14",Credit Card,April,4,2025,73.04%,,,,
11407,2/8/2026,1392.00,Customer 289,Mumbai,Maharashtra,270.00,Table,Furniture,8.00,"$24,217.00 ",2000.00%,"$154,988.80","$100,042.37","$54,946.43",Credit Card,February,2,2026,64.55%,,,,
11408,5/26/2026,1496.00,Customer 410,Chennai,Tamil Nadu,271.00,Desk,Furniture,7.00,"$39,719.00 ",1500.00%,"$236,328.05","$173,389.54","$62,938.51",UPI,May,5,2026,73.37%,,,,
11409,7/26/2026,1173.00,Customer 199,Chennai,Tamil Nadu,264.00,Mouse,Electronics,5.00,"$47,188.00 ",2000.00%,"$188,752.00","$163,826.60","$24,925.40",Credit Card,July,7,2026,86.79%,,,,
11410,8/11/2026,1032.00,Customer 70,Pune,Maharashtra,290.00,Chair,Furniture,1.00,"$8,622.00 ",0.00%,"$8,622.00","$6,921.10","$1,700.90",UPI,August,8,2026,80.27%,,,,
11411,2/2/2026,1349.00,Customer 318,Mumbai,Maharashtra,289.00,Notebook,Office,6.00,"$32,103.00 ",0.00%,"$192,618.00","$132,091.09","$60,526.91",UPI,February,2,2026,68.58%,,,,
11412,3/25/2026,1425.00,Customer 299,Delhi,Delhi,247.00,Table,Furniture,5.00,"$33,585.00 ",500.00%,"$159,528.75","$135,826.30","$23,702.45",Cash,March,3,2026,85.14%,,,,
11413,2/6/2026,1002.00,Customer 468,Chennai,Tamil Nadu,244.00,Notebook,Office,3.00,"$1,796.00 ",1000.00%,"$4,849.20","$3,874.30",$974.90,UPI,February,2,2026,79.90%,,,,
11414,2/10/2025,1150.00,Customer 210,Pune,Maharashtra,230.00,Paper,Office,2.00,"$20,918.00 ",1000.00%,"$37,652.40","$25,067.82","$12,584.58",Cash,February,2,2025,66.58%,,,,
11415,7/23/2025,1470.00,Customer 307,Chennai,Tamil Nadu,234.00,Desk,Furniture,4.00,"$14,285.00 ",2000.00%,"$45,712.00","$39,980.83","$5,731.17",Debit Card,July,7,2025,87.46%,,,,
11416,3/18/2025,1170.00,Customer 457,Chennai,Tamil Nadu,234.00,Notebook,Office,3.00,"$37,847.00 ",2000.00%,"$90,832.80","$69,487.08","$21,345.72",UPI,March,3,2025,76.50%,,,,
11417,1/1/2025,1321.00,Customer 413,Hyderabad,Telangana,273.00,Desk,Furniture,8.00,"$33,372.00 ",500.00%,"$253,627.20","$222,516.06","$31,111.14",UPI,January,1,2025,87.73%,,,,
11418,11/4/2025,1383.00,Customer 389,Hyderabad,Telangana,227.00,Desk,Furniture,1.00,"$46,409.00 ",1500.00%,"$39,447.65","$26,329.95","$13,117.70",Debit Card,November,11,2025,66.75%,,,,
11419,5/3/2025,1271.00,Customer 475,Pune,Maharashtra,295.00,Notebook,Office,1.00,"$12,343.00 ",1000.00%,"$11,108.70","$6,996.62","$4,112.08",Cash,May,5,2025,62.98%,,,,
11420,5/19/2026,1103.00,Customer 177,Chennai,Tamil Nadu,265.00,Table,Furniture,8.00,"$20,355.00 ",1500.00%,"$138,414.00","$116,214.25","$22,199.75",Debit Card,May,5,2026,83.96%,,,,
11421,11/19/2026,1457.00,Customer 54,Mumbai,Maharashtra,234.00,Desk,Furniture,6.00,"$9,821.00 ",1500.00%,"$50,087.10","$34,398.49","$15,688.61",Cash,November,11,2026,68.68%,,,,
11422,12/18/2025,1390.00,Customer 2,Pune,Maharashtra,254.00,Table,Furniture,7.00,"$37,077.00 ",1500.00%,"$220,608.15","$133,649.69","$86,958.46",Debit Card,December,12,2025,60.58%,,,,
11423,8/20/2026,1061.00,Customer 427,Bengaluru,Karnataka,235.00,Mouse,Electronics,3.00,"$38,885.00 ",0.00%,"$116,655.00","$92,925.35","$23,729.65",Cash,August,8,2026,79.66%,,,,
11424,3/8/2025,1277.00,Customer 197,Delhi,Delhi,247.00,Table,Furniture,5.00,"$47,751.00 ",0.00%,"$238,755.00","$183,349.61","$55,405.39",Debit Card,March,3,2025,76.79%,,,,
11425,7/9/2025,1236.00,Customer 403,Chennai,Tamil Nadu,273.00,Notebook,Office,4.00,"$47,002.00 ",0.00%,"$188,008.00","$159,208.27","$28,799.73",UPI,July,7,2025,84.68%,,,,
11426,12/23/2025,1292.00,Customer 483,Chennai,Tamil Nadu,274.00,Desk,Furniture,2.00,"$32,496.00 ",1000.00%,"$58,492.80","$45,045.86","$13,446.94",Debit Card,December,12,2025,77.01%,,,,
11427,9/23/2026,1025.00,Customer 136,Chennai,Tamil Nadu,242.00,Mouse,Electronics,6.00,"$9,306.00 ",2000.00%,"$44,668.80","$30,762.67","$13,906.13",UPI,September,9,2026,68.87%,,,,
11428,1/15/2025,1249.00,Customer 458,Bengaluru,Karnataka,257.00,Keyboard,Electronics,3.00,"$7,574.00 ",1500.00%,"$19,313.70","$11,608.99","$7,704.71",UPI,January,1,2025,60.11%,,,,
11429,1/19/2025,1281.00,Customer 231,Bengaluru,Karnataka,276.00,Pen,Office,2.00,"$30,666.00 ",0.00%,"$61,332.00","$48,219.59","$13,112.41",Credit Card,January,1,2025,78.62%,,,,
11430,9/10/2026,1362.00,Customer 376,Chennai,Tamil Nadu,265.00,Mouse,Electronics,8.00,"$46,963.00 ",2000.00%,"$300,563.20","$187,752.76","$112,810.44",Credit Card,September,9,2026,62.47%,,,,
11431,10/11/2025,1475.00,Customer 241,Bengaluru,Karnataka,223.00,Pen,Office,5.00,"$24,136.00 ",500.00%,"$114,646.00","$100,265.37","$14,380.63",Credit Card,October,10,2025,87.46%,,,,
11432,9/21/2026,1472.00,Customer 417,Bengaluru,Karnataka,298.00,Desk,Furniture,4.00,"$38,544.00 ",0.00%,"$154,176.00","$114,960.08","$39,215.92",Cash,September,9,2026,74.56%,,,,
11433,12/2/2025,1162.00,Customer 279,Pune,Maharashtra,209.00,Pen,Office,8.00,"$35,876.00 ",0.00%,"$287,008.00","$236,023.69","$50,984.31",Credit Card,December,12,2025,82.24%,,,,
11434,6/23/2025,1313.00,Customer 331,Bengaluru,Karnataka,209.00,Table,Furniture,8.00,"$34,556.00 ",0.00%,"$276,448.00","$215,785.72","$60,662.28",UPI,June,6,2025,78.06%,,,,
11435,2/21/2026,1452.00,Customer 248,Hyderabad,Telangana,250.00,Chair,Furniture,4.00,"$11,281.00 ",500.00%,"$42,867.80","$38,364.64","$4,503.16",Credit Card,February,2,2026,89.50%,,,,
11436,1/28/2026,1308.00,Customer 481,Chennai,Tamil Nadu,288.00,Pen,Office,5.00,"$9,553.00 ",1500.00%,"$40,600.25","$26,948.70","$13,651.55",Cash,January,1,2026,66.38%,,,,
11437,6/16/2025,1083.00,Customer 159,Mumbai,Maharashtra,283.00,Notebook,Office,7.00,"$15,321.00 ",500.00%,"$101,884.65","$63,187.08","$38,697.57",Cash,June,6,2025,62.02%,,,,
11438,10/13/2026,1322.00,Customer 75,Pune,Maharashtra,236.00,Notebook,Office,4.00,"$41,062.00 ",0.00%,"$164,248.00","$110,709.14","$53,538.86",Cash,October,10,2026,67.40%,,,,
11439,2/1/2026,1283.00,Customer 88,Delhi,Delhi,215.00,Notebook,Office,2.00,"$15,398.00 ",500.00%,"$29,256.20","$24,861.05","$4,395.15",Cash,February,2,2026,84.98%,,,,
11440,10/21/2026,1206.00,Customer 219,Pune,Maharashtra,295.00,Monitor,Electronics,8.00,"$1,470.00 ",500.00%,"$11,172.00","$8,121.89","$3,050.11",UPI,October,10,2026,72.70%,,,,
11441,8/14/2025,1498.00,Customer 252,Delhi,Delhi,270.00,Pen,Office,5.00,"$12,391.00 ",500.00%,"$58,857.25","$42,464.09","$16,393.16",Cash,August,8,2025,72.15%,,,,
11442,9/20/2025,1137.00,Customer 189,Chennai,Tamil Nadu,219.00,Notebook,Office,7.00,"$35,641.00 ",500.00%,"$237,012.65","$163,334.10","$73,678.55",Credit Card,September,9,2025,68.91%,,,,
11443,2/20/2026,1214.00,Customer 128,Bengaluru,Karnataka,270.00,Desk,Furniture,4.00,"$24,209.00 ",2000.00%,"$77,468.80","$65,545.42","$11,923.38",Cash,February,2,2026,84.61%,,,,
11444,1/26/2025,1136.00,Customer 363,Pune,Maharashtra,277.00,Monitor,Electronics,7.00,"$49,501.00 ",2000.00%,"$277,205.60","$191,885.03","$85,320.57",Cash,January,1,2025,69.22%,,,,
11445,1/4/2026,1019.00,Customer 130,Chennai,Tamil Nadu,284.00,Paper,Office,7.00,"$5,160.00 ",1500.00%,"$30,702.00","$26,317.33","$4,384.67",Credit Card,January,1,2026,85.72%,,,,
11446,9/10/2026,1120.00,Customer 403,Mumbai,Maharashtra,225.00,Keyboard,Electronics,6.00,"$4,721.00 ",2000.00%,"$22,660.80","$20,174.14","$2,486.66",Debit Card,September,9,2026,89.03%,,,,
11447,11/29/2026,1094.00,Customer 484,Bengaluru,Karnataka,286.00,Pen,Office,8.00,"$3,210.00 ",0.00%,"$25,680.00","$15,471.87","$10,208.13",Credit Card,November,11,2026,60.25%,,,,
11448,12/19/2025,1448.00,Customer 190,Chennai,Tamil Nadu,223.00,Keyboard,Electronics,2.00,"$9,707.00 ",0.00%,"$19,414.00","$14,805.99","$4,608.01",Cash,December,12,2025,76.26%,,,,
11449,4/27/2026,1156.00,Customer 38,Mumbai,Maharashtra,214.00,Table,Furniture,5.00,"$22,050.00 ",1500.00%,"$93,712.50","$70,289.21","$23,423.29",Credit Card,April,4,2026,75.01%,,,,
11450,11/8/2026,1453.00,Customer 250,Mumbai,Maharashtra,234.00,Paper,Office,1.00,"$43,470.00 ",0.00%,"$43,470.00","$35,625.45","$7,844.55",Debit Card,November,11,2026,81.95%,,,,
11451,9/15/2026,1020.00,Customer 187,Bengaluru,Karnataka,254.00,Laptop,Electronics,7.00,"$25,073.00 ",2000.00%,"$140,408.80","$96,309.66","$44,099.14",Credit Card,September,9,2026,68.59%,,,,
11452,11/22/2026,1328.00,Customer 482,Pune,Maharashtra,204.00,Paper,Office,1.00,"$17,679.00 ",1000.00%,"$15,911.10","$10,244.45","$5,666.65",Credit Card,November,11,2026,64.39%,,,,
11453,2/4/2026,1434.00,Customer 345,Mumbai,Maharashtra,213.00,Chair,Furniture,8.00,"$46,967.00 ",500.00%,"$356,949.20","$287,967.91","$68,981.29",UPI,February,2,2026,80.67%,,,,
11454,2/7/2025,1445.00,Customer 360,Mumbai,Maharashtra,206.00,Paper,Office,4.00,"$28,074.00 ",0.00%,"$112,296.00","$75,315.76","$36,980.24",Cash,February,2,2025,67.07%,,,,
11455,11/11/2025,1082.00,Customer 168,Mumbai,Maharashtra,252.00,Mouse,Electronics,8.00,"$9,209.00 ",2000.00%,"$58,937.60","$41,430.78","$17,506.82",Cash,November,11,2025,70.30%,,,,
11456,1/8/2025,1136.00,Customer 307,Chennai,Tamil Nadu,204.00,Desk,Furniture,6.00,"$26,884.00 ",500.00%,"$153,238.80","$122,981.49","$30,257.31",Credit Card,January,1,2025,80.25%,,,,
11457,2/2/2026,1070.00,Customer 183,Mumbai,Maharashtra,266.00,Desk,Furniture,7.00,"$34,244.00 ",1000.00%,"$215,737.20","$145,212.88","$70,524.32",Debit Card,February,2,2026,67.31%,,,,
11458,10/7/2026,1258.00,Customer 313,Mumbai,Maharashtra,213.00,Laptop,Electronics,4.00,"$36,895.00 ",1000.00%,"$132,822.00","$116,742.04","$16,079.96",UPI,October,10,2026,87.89%,,,,
11459,2/7/2025,1172.00,Customer 352,Chennai,Tamil Nadu,299.00,Monitor,Electronics,3.00,"$38,553.00 ",2000.00%,"$92,527.20","$62,958.93","$29,568.27",UPI,February,2,2025,68.04%,,,,
11460,6/19/2026,1163.00,Customer 310,Delhi,Delhi,274.00,Monitor,Electronics,6.00,"$40,199.00 ",0.00%,"$241,194.00","$204,188.47","$37,005.53",UPI,June,6,2026,84.66%,,,,
11461,1/2/2026,1119.00,Customer 481,Bengaluru,Karnataka,209.00,Chair,Furniture,1.00,"$46,919.00 ",0.00%,"$46,919.00","$34,193.32","$12,725.68",Cash,January,1,2026,72.88%,,,,
11462,6/7/2025,1263.00,Customer 113,Mumbai,Maharashtra,232.00,Pen,Office,4.00,"$19,622.00 ",500.00%,"$74,563.60","$60,529.43","$14,034.17",Debit Card,June,6,2025,81.18%,,,,
11463,5/22/2025,1236.00,Customer 309,Mumbai,Maharashtra,222.00,Table,Furniture,5.00,"$21,784.00 ",2000.00%,"$87,136.00","$77,981.11","$9,154.89",Credit Card,May,5,2025,89.49%,,,,
11464,10/17/2026,1021.00,Customer 91,Hyderabad,Telangana,204.00,Keyboard,Electronics,6.00,"$23,910.00 ",1500.00%,"$121,941.00","$94,060.17","$27,880.83",Credit Card,October,10,2026,77.14%,,,,
11465,6/24/2025,1449.00,Customer 117,Mumbai,Maharashtra,298.00,Keyboard,Electronics,4.00,"$5,097.00 ",0.00%,"$20,388.00","$17,594.21","$2,793.79",Cash,June,6,2025,86.30%,,,,
11466,5/4/2025,1045.00,Customer 9,Mumbai,Maharashtra,298.00,Pen,Office,2.00,"$14,884.00 ",500.00%,"$28,279.60","$22,857.69","$5,421.91",Credit Card,May,5,2025,80.83%,,,,
11467,9/24/2026,1114.00,Customer 327,Hyderabad,Telangana,217.00,Desk,Furniture,2.00,"$4,535.00 ",2000.00%,"$7,256.00","$5,409.78","$1,846.22",Credit Card,September,9,2026,74.56%,,,,
11468,5/23/2025,1101.00,Customer 227,Mumbai,Maharashtra,262.00,Desk,Furniture,6.00,"$48,120.00 ",500.00%,"$274,284.00","$164,603.09","$109,680.91",Debit Card,May,5,2025,60.01%,,,,
11469,8/24/2025,1395.00,Customer 395,Bengaluru,Karnataka,257.00,Paper,Office,7.00,"$22,055.00 ",0.00%,"$154,385.00","$129,870.85","$24,514.15",Credit Card,August,8,2025,84.12%,,,,
11470,12/7/2026,1258.00,Customer 152,Pune,Maharashtra,293.00,Keyboard,Electronics,3.00,"$22,170.00 ",1000.00%,"$59,859.00","$38,680.67","$21,178.33",Cash,December,12,2026,64.62%,,,,
11471,8/19/2026,1080.00,Customer 32,Chennai,Tamil Nadu,252.00,Notebook,Office,6.00,"$46,293.00 ",0.00%,"$277,758.00","$174,274.07","$103,483.93",Cash,August,8,2026,62.74%,,,,
11472,9/16/2025,1487.00,Customer 366,Pune,Maharashtra,205.00,Pen,Office,6.00,"$34,064.00 ",1000.00%,"$183,945.60","$123,904.13","$60,041.47",Debit Card,September,9,2025,67.36%,,,,
11473,5/11/2025,1382.00,Customer 130,Mumbai,Maharashtra,271.00,Pen,Office,8.00,"$26,061.00 ",500.00%,"$198,063.60","$155,444.48","$42,619.12",Credit Card,May,5,2025,78.48%,,,,
11474,8/16/2026,1386.00,Customer 58,Mumbai,Maharashtra,294.00,Notebook,Office,7.00,"$49,761.00 ",0.00%,"$348,327.00","$261,548.82","$86,778.18",Cash,August,8,2026,75.09%,,,,
11475,6/18/2026,1387.00,Customer 69,Mumbai,Maharashtra,214.00,Laptop,Electronics,6.00,"$38,209.00 ",500.00%,"$217,791.30","$172,844.81","$44,946.49",Cash,June,6,2026,79.36%,,,,
11476,2/12/2026,1166.00,Customer 198,Delhi,Delhi,281.00,Monitor,Electronics,5.00,"$25,076.00 ",500.00%,"$119,111.00","$71,909.67","$47,201.33",Debit Card,February,2,2026,60.37%,,,,
11477,7/20/2025,1104.00,Customer 374,Bengaluru,Karnataka,285.00,Paper,Office,7.00,"$14,192.00 ",2000.00%,"$79,475.20","$53,542.79","$25,932.41",Debit Card,July,7,2025,67.37%,,,,
11478,7/17/2025,1119.00,Customer 63,Mumbai,Maharashtra,293.00,Paper,Office,5.00,"$9,991.00 ",1500.00%,"$42,461.75","$31,946.67","$10,515.08",Cash,July,7,2025,75.24%,,,,
11479,6/2/2026,1113.00,Customer 57,Pune,Maharashtra,207.00,Notebook,Office,4.00,"$26,432.00 ",2000.00%,"$84,582.40","$55,644.97","$28,937.43",Debit Card,June,6,2026,65.79%,,,,
11480,6/21/2025,1231.00,Customer 375,Mumbai,Maharashtra,249.00,Pen,Office,4.00,"$34,612.00 ",1500.00%,"$117,680.80","$77,641.05","$40,039.75",Cash,June,6,2025,65.98%,,,,
11481,12/9/2026,1188.00,Customer 303,Pune,Maharashtra,232.00,Table,Furniture,6.00,"$36,648.00 ",500.00%,"$208,893.60","$138,765.97","$70,127.63",Cash,December,12,2026,66.43%,,,,
11482,7/13/2026,1272.00,Customer 356,Pune,Maharashtra,256.00,Desk,Furniture,1.00,"$30,078.00 ",0.00%,"$30,078.00","$20,718.09","$9,359.91",Credit Card,July,7,2026,68.88%,,,,
11483,4/9/2025,1271.00,Customer 449,Delhi,Delhi,267.00,Notebook,Office,8.00,"$15,925.00 ",2000.00%,"$101,920.00","$82,373.32","$19,546.68",Cash,April,4,2025,80.82%,,,,
11484,10/17/2025,1078.00,Customer 453,Chennai,Tamil Nadu,299.00,Notebook,Office,7.00,"$27,375.00 ",500.00%,"$182,043.75","$133,717.92","$48,325.83",UPI,October,10,2025,73.45%,,,,
11485,10/6/2026,1212.00,Customer 374,Delhi,Delhi,265.00,Chair,Furniture,4.00,"$29,396.00 ",2000.00%,"$94,067.20","$59,539.62","$34,527.58",Debit Card,October,10,2026,63.29%,,,,
11486,6/3/2025,1459.00,Customer 44,Delhi,Delhi,299.00,Mouse,Electronics,3.00,"$26,441.00 ",1500.00%,"$67,424.55","$42,203.42","$25,221.13",UPI,June,6,2025,62.59%,,,,
11487,5/13/2026,1046.00,Customer 111,Delhi,Delhi,253.00,Notebook,Office,4.00,"$44,349.00 ",1000.00%,"$159,656.40","$106,035.58","$53,620.82",Cash,May,5,2026,66.41%,,,,
11488,8/5/2025,1347.00,Customer 473,Chennai,Tamil Nadu,256.00,Keyboard,Electronics,6.00,"$29,524.00 ",1000.00%,"$159,429.60","$123,034.87","$36,394.73",UPI,August,8,2025,77.17%,,,,
11489,7/7/2025,1051.00,Customer 295,Bengaluru,Karnataka,222.00,Table,Furniture,2.00,"$27,686.00 ",1500.00%,"$47,066.20","$41,085.58","$5,980.62",Credit Card,July,7,2025,87.29%,,,,
11490,11/4/2025,1189.00,Customer 356,Hyderabad,Telangana,248.00,Keyboard,Electronics,4.00,"$41,813.00 ",2000.00%,"$133,801.60","$85,471.49","$48,330.11",Debit Card,November,11,2025,63.88%,,,,
11491,2/16/2026,1199.00,Customer 13,Pune,Maharashtra,207.00,Notebook,Office,1.00,"$16,800.00 ",1500.00%,"$14,280.00","$12,530.43","$1,749.57",UPI,February,2,2026,87.75%,,,,
11492,12/3/2025,1224.00,Customer 399,Chennai,Tamil Nadu,224.00,Notebook,Office,5.00,"$11,271.00 ",1000.00%,"$50,719.50","$43,199.15","$7,520.35",Cash,December,12,2025,85.17%,,,,
11493,11/6/2025,1065.00,Customer 60,Hyderabad,Telangana,225.00,Table,Furniture,6.00,"$4,121.00 ",0.00%,"$24,726.00","$21,518.92","$3,207.08",UPI,November,11,2025,87.03%,,,,
11494,7/1/2026,1115.00,Customer 145,Delhi,Delhi,230.00,Monitor,Electronics,7.00,"$45,206.00 ",1500.00%,"$268,975.70","$185,524.18","$83,451.52",UPI,July,7,2026,68.97%,,,,
11495,2/5/2025,1210.00,Customer 247,Chennai,Tamil Nadu,267.00,Mouse,Electronics,3.00,"$15,239.00 ",1000.00%,"$41,145.30","$26,122.13","$15,023.17",Debit Card,February,2,2025,63.49%,,,,
11496,2/12/2025,1248.00,Customer 53,Hyderabad,Telangana,278.00,Table,Furniture,3.00,"$23,330.00 ",0.00%,"$69,990.00","$57,879.40","$12,110.60",Cash,February,2,2025,82.70%,,,,
11497,3/2/2025,1328.00,Customer 206,Delhi,Delhi,292.00,Paper,Office,2.00,"$4,255.00 ",1500.00%,"$7,233.50","$4,736.39","$2,497.11",Credit Card,March,3,2025,65.48%,,,,
11498,8/29/2026,1164.00,Customer 470,Pune,Maharashtra,254.00,Chair,Furniture,2.00,"$24,075.00 ",1000.00%,"$43,335.00","$28,327.59","$15,007.41",Debit Card,August,8,2026,65.37%,,,,
11499,4/12/2025,1235.00,Customer 457,Pune,Maharashtra,280.00,Notebook,Office,8.00,"$28,495.00 ",1000.00%,"$205,164.00","$164,388.97","$40,775.03",Credit Card,April,4,2025,80.13%,,,,
11500,1/21/2026,1334.00,Customer 133,Chennai,Tamil Nadu,207.00,Paper,Office,2.00,"$19,040.00 ",1500.00%,"$32,368.00","$26,015.81","$6,352.19",Cash,January,1,2026,80.38%,,,,
11501,8/3/2025,1345.00,Customer 147,Hyderabad,Telangana,203.00,Notebook,Office,8.00,"$40,144.00 ",500.00%,"$305,094.40","$183,741.78","$121,352.62",Credit Card,August,8,2025,60.22%,,,,
11502,8/16/2026,1173.00,Customer 34,Bengaluru,Karnataka,262.00,Paper,Office,1.00,"$17,105.00 ",500.00%,"$16,249.75","$10,212.75","$6,037.00",Credit Card,August,8,2026,62.85%,,,,
11503,9/21/2026,1473.00,Customer 395,Chennai,Tamil Nadu,241.00,Laptop,Electronics,7.00,"$35,761.00 ",2000.00%,"$200,261.60","$153,396.97","$46,864.63",Cash,September,9,2026,76.60%,,,,
11504,10/31/2026,1250.00,Customer 346,Delhi,Delhi,252.00,Desk,Furniture,8.00,"$6,354.00 ",0.00%,"$50,832.00","$41,552.31","$9,279.69",Cash,October,10,2026,81.74%,,,,
11505,3/24/2026,1253.00,Customer 205,Chennai,Tamil Nadu,201.00,Pen,Office,7.00,"$26,962.00 ",500.00%,"$179,297.30","$135,259.64","$44,037.66",UPI,March,3,2026,75.44%,,,,
11506,7/21/2025,1211.00,Customer 176,Pune,Maharashtra,212.00,Pen,Office,7.00,"$25,163.00 ",2000.00%,"$140,912.80","$92,935.62","$47,977.18",UPI,July,7,2025,65.95%,,,,
11507,5/2/2025,1324.00,Customer 405,Bengaluru,Karnataka,247.00,Pen,Office,2.00,"$15,803.00 ",500.00%,"$30,025.70","$24,456.33","$5,569.37",Cash,May,5,2025,81.45%,,,,
11508,7/29/2025,1129.00,Customer 378,Mumbai,Maharashtra,243.00,Laptop,Electronics,1.00,"$23,040.00 ",0.00%,"$23,040.00","$15,585.70","$7,454.30",Debit Card,July,7,2025,67.65%,,,,
11509,6/16/2026,1147.00,Customer 217,Pune,Maharashtra,263.00,Notebook,Office,8.00,"$12,027.00 ",1000.00%,"$86,594.40","$60,557.06","$26,037.34",Credit Card,June,6,2026,69.93%,,,,
11510,4/7/2025,1306.00,Customer 118,Bengaluru,Karnataka,244.00,Desk,Furniture,4.00,"$14,625.00 ",0.00%,"$58,500.00","$48,262.17","$10,237.83",Debit Card,April,4,2025,82.50%,,,,
11511,5/29/2025,1184.00,Customer 295,Chennai,Tamil Nadu,246.00,Pen,Office,2.00,"$15,954.00 ",0.00%,"$31,908.00","$19,915.08","$11,992.92",Credit Card,May,5,2025,62.41%,,,,
11512,5/25/2025,1243.00,Customer 18,Delhi,Delhi,232.00,Desk,Furniture,6.00,"$35,760.00 ",1000.00%,"$193,104.00","$127,917.95","$65,186.05",Credit Card,May,5,2025,66.24%,,,,
11513,7/9/2025,1153.00,Customer 279,Bengaluru,Karnataka,227.00,Chair,Furniture,1.00,"$22,866.00 ",1500.00%,"$19,436.10","$16,326.48","$3,109.62",Cash,July,7,2025,84.00%,,,,
11514,9/29/2026,1254.00,Customer 58,Bengaluru,Karnataka,273.00,Chair,Furniture,7.00,"$45,414.00 ",1000.00%,"$286,108.20","$217,130.13","$68,978.07",Cash,September,9,2026,75.89%,,,,
11515,3/5/2026,1286.00,Customer 431,Mumbai,Maharashtra,252.00,Notebook,Office,3.00,"$16,963.00 ",1500.00%,"$43,255.65","$28,190.90","$15,064.75",Credit Card,March,3,2026,65.17%,,,,
11516,4/11/2025,1360.00,Customer 213,Hyderabad,Telangana,215.00,Chair,Furniture,5.00,"$42,417.00 ",1000.00%,"$190,876.50","$126,597.29","$64,279.21",Cash,April,4,2025,66.32%,,,,
11517,3/22/2025,1414.00,Customer 181,Hyderabad,Telangana,256.00,Chair,Furniture,4.00,"$34,605.00 ",500.00%,"$131,499.00","$100,254.65","$31,244.35",UPI,March,3,2025,76.24%,,,,
11518,8/31/2025,1220.00,Customer 312,Mumbai,Maharashtra,209.00,Desk,Furniture,7.00,"$47,484.00 ",0.00%,"$332,388.00","$282,376.87","$50,011.13",UPI,August,8,2025,84.95%,,,,
11519,7/16/2025,1477.00,Customer 234,Pune,Maharashtra,264.00,Pen,Office,5.00,"$10,329.00 ",2000.00%,"$41,316.00","$30,761.43","$10,554.57",Credit Card,July,7,2025,74.45%,,,,
11520,3/7/2025,1387.00,Customer 250,Pune,Maharashtra,212.00,Monitor,Electronics,8.00,"$38,040.00 ",0.00%,"$304,320.00","$228,319.12","$76,000.88",Cash,March,3,2025,75.03%,,,,
11521,12/23/2026,1212.00,Customer 146,Hyderabad,Telangana,229.00,Pen,Office,3.00,"$18,903.00 ",1000.00%,"$51,038.10","$36,306.00","$14,732.10",Cash,December,12,2026,71.14%,,,,
11522,8/25/2025,1246.00,Customer 73,Mumbai,Maharashtra,284.00,Desk,Furniture,1.00,"$45,561.00 ",0.00%,"$45,561.00","$34,228.96","$11,332.04",Debit Card,August,8,2025,75.13%,,,,
11523,11/13/2025,1119.00,Customer 395,Bengaluru,Karnataka,257.00,Mouse,Electronics,1.00,"$32,010.00 ",2000.00%,"$25,608.00","$20,623.28","$4,984.72",UPI,November,11,2025,80.53%,,,,
11524,6/5/2026,1305.00,Customer 297,Hyderabad,Telangana,265.00,Table,Furniture,2.00,"$33,196.00 ",0.00%,"$66,392.00","$42,466.56","$23,925.44",Cash,June,6,2026,63.96%,,,,
11525,2/3/2026,1069.00,Customer 102,Delhi,Delhi,239.00,Keyboard,Electronics,5.00,"$24,851.00 ",1500.00%,"$105,616.75","$85,703.63","$19,913.12",Debit Card,February,2,2026,81.15%,,,,
11526,11/22/2026,1432.00,Customer 289,Mumbai,Maharashtra,212.00,Monitor,Electronics,8.00,"$8,165.00 ",0.00%,"$65,320.00","$57,836.50","$7,483.50",Debit Card,November,11,2026,88.54%,,,,
11527,5/17/2025,1341.00,Customer 437,Pune,Maharashtra,207.00,Chair,Furniture,4.00,"$44,249.00 ",1000.00%,"$159,296.40","$103,917.43","$55,378.97",UPI,May,5,2025,65.24%,,,,
